TPW: TPO: TPIO: TPD: TPG
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
TPW: TPO: TPIO: TPD: TPG
0 0 279026 71984 6735 
5626 72101 136009 72143 6861 
5614 72175 89390 72060 6574 
5682 72689 65302 72337 6406 
5589 72357 51761 71945 6260 
5656 71886 42079 71914 6021 
5610 72506 35045 72406 5954 
5506 72052 29845 71987 5795 
5485 71903 26138 72727 5618 
5609 71972 22671 72272 5429 
5594 72134 20314 x 5361 
5459 x 18227 x 5226 
5606 x 16225 x 5138 
5473 x 14792 x 4895 
5525 x 13298 x 4980 
5596 x 12192 x 4649 
5650 x 11261 x 4632 
5490 x 10160 x 4510 
5463 x 9504 x 4346 
5625 x 8615 x 4276 
5700 x 7906 x 4209 
5522 x 7304 x 4056 
5562 x 6760 x 4038 
5687 x 6303 x 3936 
5747 x 5843 x 3777 
5504 x 5343 x 3684 
5628 x 4988 x 3527 
5676 x 4534 x 3454 
5629 x 4221 x 3400 
5579 x 3991 x 3305 
5676 x 3573 x 3327 
5508 x 3255 x 3255 
5490 x 3127 x 2977 
5603 x 2763 x 3048 
5625 x 2628 x 2850 
5507 x 2286 x 2894 
5553 x 2118 x 2810 
5590 x 1894 x 2639 
5615 x 1747 x 2637 
5627 x 1524 x 2671 
5563 x 1375 x 2560 
5749 x 1121 x 2466 
5658 x 1012 x 2387 
5393 x 878 x 2365 
5462 x 710 x 2265 
5651 x 576 x 2260 
5554 x 509 x 2121 
5624 x 357 x 2133 
5507 x 202 x 2093 
5529 x 104 x 2048 
0 x x x 1938 
x x x x 1938 
x x x x 1875 
x x x x 1834 
x x x x 1807 
x x x x 1721 
x x x x 1737 
x x x x 1661 
x x x x 1708 
x x x x 1562 
x x x x 1463 
x x x x 1469 
x x x x 1404 
x x x x 1440 
x x x x 1381 
x x x x 1385 
x x x x 1360 
x x x x 1299 
x x x x 1220 
x x x x 1243 
x x x x 1242 
x x x x 1094 
x x x x 1063 
x x x x 1202 
x x x x 1054 
x x x x 1112 
x x x x 1031 
x x x x 933 
x x x x 1001 
x x x x 917 
x x x x 921 
x x x x 951 
x x x x 880 
x x x x 855 
x x x x 840 
x x x x 826 
x x x x 789 
x x x x 793 
x x x x 787 
x x x x 746 
x x x x 737 
x x x x 739 
x x x x 656 
x x x x 677 
x x x x 666 
x x x x 666 
x x x x 624 
x x x x 593 
x x x x 562 
x x x x 571 
x x x x 553 
x x x x 561 
x x x x 555 
x x x x 523 
x x x x 519 
x x x x 499 
x x x x 469 
x x x x 483 
x x x x 461 
x x x x 452 
x x x x 459 
x x x x 440 
x x x x 424 
x x x x 426 
x x x x 430 
x x x x 405 
x x x x 389 
x x x x 370 
x x x x 368 
x x x x 380 
x x x x 363 
x x x x 350 
x x x x 310 
x x x x 317 
x x x x 329 
x x x x 294 
x x x x 322 
x x x x 310 
x x x x 293 
x x x x 283 
x x x x 266 
x x x x 240 
x x x x 263 
x x x x 267 
x x x x 231 
x x x x 246 
x x x x 246 
x x x x 217 
x x x x 216 
x x x x 192 
x x x x 202 
x x x x 215 
x x x x 197 
x x x x 196 
x x x x 175 
x x x x 177 
x x x x 203 
x x x x 183 
x x x x 163 
x x x x 166 
x x x x 162 
x x x x 172 
x x x x 147 
x x x x 142 
x x x x 139 
x x x x 157 
x x x x 157 
x x x x 124 
x x x x 133 
x x x x 113 
x x x x 121 
x x x x 111 
x x x x 133 
x x x x 119 
x x x x 122 
x x x x 125 
x x x x 112 
x x x x 97 
x x x x 105 
x x x x 90 
x x x x 107 
x x x x 96 
x x x x 98 
x x x x 92 
x x x x 101 
x x x x 77 
x x x x 89 
x x x x 82 
x x x x 85 
x x x x 67 
x x x x 66 
x x x x 77 
x x x x 75 
x x x x 69 
x x x x 66 
x x x x 64 
x x x x 70 
x x x x 57 
x x x x 70 
x x x x 64 
x x x x 63 
x x x x 69 
x x x x 62 
x x x x 58 
x x x x 43 
x x x x 58 
x x x x 45 
x x x x 43 
x x x x 51 
x x x x 44 
x x x x 47 
x x x x 47 
x x x x 47 
x x x x 39 
x x x x 47 
x x x x 50 
x x x x 38 
x x x x 40 
x x x x 53 
x x x x 33 
x x x x 35 
x x x x 31 
x x x x 29 
x x x x 41 
x x x x 31 
x x x x 31 
x x x x 31 
x x x x 24 
x x x x 26 
x x x x 31 
x x x x 26 
x x x x 22 
x x x x 28 
x x x x 23 
x x x x 30 
x x x x 27 
x x x x 30 
x x x x 29 
x x x x 16 
x x x x 17 
x x x x 28 
x x x x 14 
x x x x 19 
x x x x 17 
x x x x 31 
x x x x 19 
x x x x 18 
x x x x 16 
x x x x 14 
x x x x 25 
x x x x 17 
x x x x 10 
x x x x 13 
x x x x 11 
x x x x 15 
x x x x 13 
x x x x 12 
x x x x 10 
x x x x 9 
x x x x 10 
x x x x 14 
x x x x 15 
x x x x 15 
x x x x 8 
x x x x 15 
x x x x 12 
x x x x 12 
x x x x 11 
x x x x 19 
x x x x 24 
x x x x 10 
x x x x 10 
x x x x 8 
x x x x 13 
x x x x 9 
x x x x 10 
x x x x 9 
x x x x 14 
x x x x 10 
x x x x 5 
x x x x 13 
x x x x 7 
x x x x 10 
x x x x 6 
x x x x 12 
x x x x 7 
x x x x 8 
x x x x 8 
x x x x 13 
x x x x 4 
x x x x 6 
x x x x 6 
x x x x 7 
x x x x 4 
x x x x 5 
x x x x 9 
x x x x 2 
x x x x 9 
x x x x 10 
x x x x 7 
x x x x 11 
x x x x 3 
x x x x 3 
x x x x 6 
x x x x 8 
x x x x 1 
x x x x 7 
x x x x 3 
x x x x 5 
x x x x 4 
x x x x 3 
x x x x 2 
x x x x 4 
x x x x 4 
x x x x 6 
x x x x 6 
x x x x 8 
x x x x 5 
x x x x 4 
x x x x 4 
x x x x 2 
x x x x 2 
x x x x 3 
x x x x 2 
x x x x 3 
x x x x 6 
x x x x 3 
x x x x 6 
x x x x 1 
x x x x 2 
x x x x 3 
x x x x 5 
x x x x 1 
x x x x 1 
x x x x 1 
x x x x 2 
x x x x 2 
x x x x 2 
x x x x 3 
x x x x 4 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 0 
x x x x 4 
x x x x 3 
x x x x 1 
x x x x 4 
x x x x 2 
x x x x 0 
x x x x 5 
x x x x 0 
x x x x 3 
x x x x 2 
x x x x 1 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 2 
x x x x 3 
x x x x 3 
x x x x 0 
x x x x 0 
x x x x 4 
x x x x 0 
x x x x 0 
x x x x 2 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 2 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 3 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 1 
x x x x 2 
x x x x 1 
x x x x 0 
x x x x 2 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 2 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 2 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 2 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
TPW: TPO: TPIO: TPD: TPG
0 0 313847 81152 7601 
6300 81132 153084 81077 7709 
6286 81272 100401 81116 7373 
6319 81721 73676 81470 7211 
6278 81370 58328 81013 7035 
6408 80809 47376 80876 6763 
6287 81472 39399 81527 6635 
6193 81106 33547 81135 6458 
6190 81177 29316 81738 6361 
6264 81139 25626 81205 6085 
6321 81111 22901 x 6053 
6159 x 20506 x 5869 
6298 x 18251 x 5751 
6198 x 16630 x 5494 
6197 x 14945 x 5579 
6282 x 13737 x 5234 
6311 x 12587 x 5193 
6170 x 11463 x 5129 
6194 x 10693 x 4899 
6320 x 9696 x 4837 
6410 x 8878 x 4724 
6174 x 8232 x 4563 
6288 x 7586 x 4500 
6422 x 7128 x 4431 
6473 x 6622 x 4267 
6242 x 6051 x 4099 
6274 x 5577 x 3990 
6417 x 5112 x 3896 
6301 x 4760 x 3809 
6254 x 4485 x 3705 
6317 x 4014 x 3741 
6210 x 3690 x 3644 
6150 x 3502 x 3366 
6310 x 3120 x 3418 
6330 x 2932 x 3251 
6221 x 2588 x 3263 
6263 x 2376 x 3147 
6304 x 2104 x 2995 
6325 x 1967 x 2956 
6294 x 1718 x 3008 
6302 x 1553 x 2888 
6458 x 1258 x 2771 
6353 x 1128 x 2679 
6102 x 994 x 2705 
6130 x 811 x 2523 
6361 x 647 x 2529 
6218 x 573 x 2367 
6306 x 395 x 2420 
6228 x 230 x 2347 
6286 x 122 x 2327 
0 x x x 2170 
x x x x 2170 
x x x x 2127 
x x x x 2041 
x x x x 2040 
x x x x 1957 
x x x x 1940 
x x x x 1837 
x x x x 1954 
x x x x 1741 
x x x x 1676 
x x x x 1636 
x x x x 1578 
x x x x 1624 
x x x x 1554 
x x x x 1572 
x x x x 1530 
x x x x 1469 
x x x x 1369 
x x x x 1380 
x x x x 1392 
x x x x 1236 
x x x x 1227 
x x x x 1341 
x x x x 1201 
x x x x 1275 
x x x x 1161 
x x x x 1070 
x x x x 1130 
x x x x 1034 
x x x x 1021 
x x x x 1074 
x x x x 1007 
x x x x 982 
x x x x 946 
x x x x 923 
x x x x 896 
x x x x 911 
x x x x 881 
x x x x 828 
x x x x 821 
x x x x 831 
x x x x 732 
x x x x 747 
x x x x 756 
x x x x 747 
x x x x 678 
x x x x 663 
x x x x 636 
x x x x 656 
x x x x 625 
x x x x 634 
x x x x 642 
x x x x 591 
x x x x 570 
x x x x 564 
x x x x 534 
x x x x 549 
x x x x 518 
x x x x 520 
x x x x 514 
x x x x 496 
x x x x 477 
x x x x 477 
x x x x 484 
x x x x 445 
x x x x 441 
x x x x 408 
x x x x 422 
x x x x 417 
x x x x 419 
x x x x 396 
x x x x 353 
x x x x 361 
x x x x 373 
x x x x 334 
x x x x 371 
x x x x 344 
x x x x 333 
x x x x 314 
x x x x 294 
x x x x 269 
x x x x 304 
x x x x 295 
x x x x 259 
x x x x 273 
x x x x 278 
x x x x 239 
x x x x 236 
x x x x 218 
x x x x 234 
x x x x 239 
x x x x 222 
x x x x 223 
x x x x 197 
x x x x 201 
x x x x 226 
x x x x 205 
x x x x 180 
x x x x 187 
x x x x 181 
x x x x 195 
x x x x 165 
x x x x 156 
x x x x 157 
x x x x 176 
x x x x 172 
x x x x 139 
x x x x 156 
x x x x 123 
x x x x 147 
x x x x 127 
x x x x 142 
x x x x 131 
x x x x 132 
x x x x 137 
x x x x 124 
x x x x 112 
x x x x 120 
x x x x 106 
x x x x 115 
x x x x 103 
x x x x 109 
x x x x 105 
x x x x 108 
x x x x 85 
x x x x 95 
x x x x 86 
x x x x 99 
x x x x 78 
x x x x 76 
x x x x 84 
x x x x 81 
x x x x 76 
x x x x 69 
x x x x 74 
x x x x 81 
x x x x 69 
x x x x 76 
x x x x 73 
x x x x 72 
x x x x 76 
x x x x 74 
x x x x 67 
x x x x 47 
x x x x 62 
x x x x 49 
x x x x 45 
x x x x 57 
x x x x 49 
x x x x 52 
x x x x 53 
x x x x 54 
x x x x 42 
x x x x 49 
x x x x 57 
x x x x 47 
x x x x 47 
x x x x 59 
x x x x 37 
x x x x 37 
x x x x 33 
x x x x 36 
x x x x 48 
x x x x 36 
x x x x 34 
x x x x 38 
x x x x 27 
x x x x 30 
x x x x 34 
x x x x 27 
x x x x 24 
x x x x 29 
x x x x 25 
x x x x 34 
x x x x 32 
x x x x 33 
x x x x 33 
x x x x 20 
x x x x 19 
x x x x 30 
x x x x 15 
x x x x 23 
x x x x 18 
x x x x 35 
x x x x 21 
x x x x 19 
x x x x 18 
x x x x 15 
x x x x 30 
x x x x 19 
x x x x 12 
x x x x 15 
x x x x 15 
x x x x 20 
x x x x 16 
x x x x 13 
x x x x 12 
x x x x 11 
x x x x 12 
x x x x 14 
x x x x 16 
x x x x 17 
x x x x 9 
x x x x 15 
x x x x 12 
x x x x 13 
x x x x 12 
x x x x 22 
x x x x 24 
x x x x 12 
x x x x 12 
x x x x 8 
x x x x 13 
x x x x 10 
x x x x 11 
x x x x 10 
x x x x 14 
x x x x 10 
x x x x 6 
x x x x 13 
x x x x 7 
x x x x 10 
x x x x 6 
x x x x 13 
x x x x 8 
x x x x 8 
x x x x 9 
x x x x 14 
x x x x 5 
x x x x 6 
x x x x 7 
x x x x 8 
x x x x 4 
x x x x 7 
x x x x 9 
x x x x 2 
x x x x 11 
x x x x 11 
x x x x 7 
x x x x 11 
x x x x 4 
x x x x 4 
x x x x 7 
x x x x 8 
x x x x 2 
x x x x 7 
x x x x 4 
x x x x 5 
x x x x 5 
x x x x 3 
x x x x 2 
x x x x 4 
x x x x 5 
x x x x 6 
x x x x 6 
x x x x 8 
x x x x 6 
x x x x 4 
x x x x 5 
x x x x 2 
x x x x 2 
x x x x 4 
x x x x 2 
x x x x 3 
x x x x 9 
x x x x 3 
x x x x 7 
x x x x 2 
x x x x 2 
x x x x 3 
x x x x 6 
x x x x 2 
x x x x 1 
x x x x 1 
x x x x 2 
x x x x 2 
x x x x 2 
x x x x 3 
x x x x 4 
x x x x 1 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 0 
x x x x 4 
x x x x 4 
x x x x 1 
x x x x 4 
x x x x 2 
x x x x 0 
x x x x 5 
x x x x 0 
x x x x 4 
x x x x 2 
x x x x 1 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 2 
x x x x 0 
x x x x 2 
x x x x 3 
x x x x 3 
x x x x 0 
x x x x 0 
x x x x 4 
x x x x 0 
x x x x 0 
x x x x 2 
x x x x 1 
x x x x 1 
x x x x 0 
x x x x 2 
x x x x 1 
x x x x 0 
x x x x 1 
x x x x 3 
x x x x 0 
